1489.0,1558.0,784.0,2868.0,1485.5,2143.5,773.0,893.0,0,0,0,0
1488.0,1558.0,786.0,2864.0,1483.0,2142.5,766.0,907.0,0,0,0,0
1489.5,1558.0,787.0,2868.0,1485.0,2144.0,768.0,908.0,0,0,0,0
1500.0,1559.5,784.0,2865.0,1497.5,2143.5,771.0,907.0,0,0,0,0
1517.0,1553.5,794.0,2871.0,1515.5,2143.5,777.0,915.0,0,0,0,0
1526.5,1552.0,799.0,2870.0,1526.0,2145.5,780.0,921.0,0,0,0,0
1528.0,1552.5,798.0,2869.0,1528.0,2144.5,788.0,929.0,0,0,0,0
1516.5,1553.5,801.0,2873.0,1515.5,2143.0,779.0,926.0,0,0,0,0
1510.0,1556.0,800.0,2868.0,1511.0,2144.0,784.0,926.0,0,0,0,0
1510.5,1557.0,797.0,2866.0,1510.0,2146.5,780.0,923.0,0,0,0,0
1512.5,1555.5,799.0,2869.0,1511.0,2147.5,782.0,925.0,0,0,0,0
1517.5,1550.5,801.0,2879.0,1514.5,2148.0,787.0,926.0,0,0,0,0
1516.0,1548.5,796.0,2883.0,1512.5,2147.0,777.0,926.0,0,0,0,0
1515.0,1551.5,800.0,2877.0,1511.5,2147.5,783.0,925.0,0,0,0,0
1520.0,1550.5,800.0,2875.0,1515.0,2149.0,788.0,926.0,0,0,0,0
1518.0,1550.0,800.0,2880.0,1513.5,2150.5,787.0,931.0,0,0,0,0
1516.0,1550.0,804.0,2882.0,1513.0,2151.0,792.0,932.0,0,0,0,0
1517.0,1550.5,802.0,2879.0,1514.5,2152.5,791.0,933.0,0,0,0,0
1516.0,1548.5,806.0,2881.0,1513.0,2154.5,790.0,935.0,0,0,0,0
1515.5,1547.5,805.0,2883.0,1511.5,2154.5,791.0,937.0,0,0,0,0
1510.0,1548.5,802.0,2883.0,1508.0,2152.5,786.0,929.0,0,0,0,0
1505.0,1550.0,796.0,2882.0,1505.0,2149.5,782.0,923.0,0,0,0,0
1502.5,1551.5,797.0,2885.0,1502.5,2147.5,789.0,917.0,0,0,0,0
1505.0,1549.5,796.0,2889.0,1506.5,2146.0,785.0,916.0,0,0,0,0
1505.5,1552.5,793.0,2883.0,1506.0,2146.0,782.0,912.0,0,0,0,0
1505.0,1551.5,798.0,2889.0,1506.0,2149.0,780.0,916.0,0,0,0,0
1505.0,1551.5,796.0,2887.0,1504.5,2147.5,779.0,913.0,0,0,0,0
1504.0,1550.0,798.0,2888.0,1504.5,2146.0,779.0,910.0,0,0,0,0
1502.0,1550.0,798.0,2888.0,1503.5,2144.5,781.0,911.0,0,0,0,0
1503.0,1548.0,800.0,2892.0,1505.0,2144.5,782.0,905.0,0,0,0,0
1509.5,1543.5,803.0,2895.0,1510.0,2145.5,786.0,913.0,0,0,0,0
1507.5,1545.5,799.0,2891.0,1505.5,2144.5,785.0,911.0,0,0,0,0
1498.5,1545.5,799.0,2893.0,1497.5,2144.5,787.0,905.0,0,0,0,0
1490.5,1546.0,801.0,2890.0,1490.5,2147.0,789.0,910.0,0,0,0,0
1488.5,1545.5,801.0,2893.0,1490.0,2144.5,790.0,897.0,0,0,0,0
